# CDS alignment filter
# PYTHON VERSION: 3.10.0
# Script call:    aln_filter.py -i /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/01-Guidance/ -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter/ --overwrite
# Runtime:        01/06/2022 12:43:00
# ----------------
# IO OPTIONS
# Input CDS directory:    /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/01-Guidance
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Min sequences required after filters:4
# Output directory:       /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter-spec4-seq20-site50
# --overwrite set:        Overwriting previous files in output directory.
# Log file:               /n/holylfs05/LABS/informatics/Users/gthomas/spiders/aln/02-Filter-spec4-seq20-site50/aln-stats-spec4-seq20-site50.log
# ----------------
# 01.06.2022 | 12:43:00 Beginning filter.
align	pre guidance codon length	guidance codons rm	pre num seqs	pre num species	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre informative codon sites	pre informative nt sites	pre stop codons	pre percent sites with gap	pre gappy sites	sites filtered	post num seqs	post num species	post codon aln length	post avg nongap length	post uniq seqs	post ident seqs	post gappy seqs	post invariant sites	post informative codon sites	post informative nt sites	post stop codons	post percent sites with gap	post gappy sites
ORTHOMCL7340	431.6666666666667	126.66666666666667	10	10	305	231.9	10	0	9	2	199	353	0	83	82	91	10	10	214	212.4	10	0	0	2	190	336	0	1	1
ORTHOMCL3549	373.6666666666667	119.66666666666667	15	15	254	175.46666666666667	15	0	13	0	173	331	0	102	68	74	14	13	180	163.46666666666667	15	0	1	0	166	318	0	33	2
ORTHOMCL4003	269.6666666666667	53.666666666666664	15	15	216	176.53333333333333	15	0	1	1	168	310	0	43	43	45	15	13	171	169.0	15	0	0	1	164	301	0	2	2
ORTHOMCL1260	1193.6666666666667	442.6666666666667	20	20	751	434.05	20	0	18	4	505	1064	0	578	474	215	10	8	536	403.9	20	0	10	4	482	1017	0	368	269
ORTHOMCL14832	350.6666666666667	125.66666666666667	4	4	225	105.5	4	0	3	5	2	19	0	160	160	159	4	4	66	63.5	4	0	0	5	1	17	0	4	4
ORTHOMCL7151	214.66666666666669	123.66666666666667	10	10	91	47.4	10	0	10	0	39	79	0	50	48	52	10	10	39	38.1	10	0	0	0	34	71	0	1	1
ORTHOMCL7895	791.6666666666666	66.66666666666667	9	9	725	484.8888888888889	9	0	9	7	372	628	0	324	324	219	6	6	506	455.3333333333333	9	0	3	7	367	620	0	109	109
ORTHOMCL9720	477.6666666666667	275.6666666666667	7	7	202	79.42857142857143	7	0	7	0	3	36	0	202	202	98	4	4	104	59.285714285714285	4	1	3	0	3	36	0	104	104
ORTHOMCL1042	2493.6666666666665	820.6666666666666	20	20	1673	804.85	18	1	20	0	953	1621	0	1673	1191	689	14	11	984	757.8	18	1	6	0	936	1586	0	984	509
ORTHOMCL13069	6120.666666666666	3421.6666666666665	5	5	2699	579.6	5	0	4	0	0	0	0	2699	2699	2698	1	1	1	0.2	1	1	4	0	0	0	0	1	1
ORTHOMCL8516	443.6666666666667	324.6666666666667	8	8	119	21.25	6	1	8	0	0	0	0	119	119	118	2	1	1	0.25	0	2	6	0	0	0	0	1	1
ORTHOMCL11182	914.6666666666667	361.6666666666667	6	6	553	236.33333333333334	4	1	4	0	11	38	0	553	553	372	4	4	181	114.16666666666667	4	1	2	0	11	38	0	181	181
ORTHOMCL9238	611.6666666666666	214.66666666666666	7	7	397	157.14285714285714	7	0	7	0	61	170	0	283	283	286	6	6	111	105.57142857142857	7	0	1	0	57	165	0	1	1
ORTHOMCL9235	822.6666666666667	403.6666666666667	7	7	419	283.42857142857144	7	0	4	1	126	326	0	266	266	92	4	3	327	260.42857142857144	7	0	3	1	123	318	0	177	177
ORTHOMCL3576	387.6666666666667	291.6666666666667	15	15	96	24.066666666666666	15	0	15	0	22	31	0	96	79	80	12	9	16	12.333333333333334	13	1	3	0	13	17	0	16	2
ORTHOMCL12006	1566.6666666666665	895.6666666666666	5	5	671	263.0	5	0	5	0	0	0	0	671	671	504	3	3	167	99.0	5	0	2	0	0	0	0	167	167
ORTHOMCL5953	249.66666666666669	81.66666666666667	12	12	168	118.25	12	0	10	3	112	193	0	72	58	45	10	8	123	113.0	12	0	2	3	110	189	0	28	14
ORTHOMCL8439	1193.6666666666665	794.6666666666666	8	8	399	114.375	8	0	7	0	37	120	0	328	328	329	8	7	70	68.375	8	0	0	0	37	117	0	1	1
ORTHOMCL14978	298.66666666666663	144.66666666666666	4	4	154	126.75	4	0	1	8	5	36	0	25	25	25	3	3	129	116.75	4	0	1	7	5	36	0	6	6
ORTHOMCL601	2186.666666666667	1344.6666666666667	24	24	842	262.4166666666667	22	1	24	0	305	538	0	842	781	526	17	12	316	232.91666666666666	22	1	7	0	294	514	0	316	255
ORTHOMCL3494	630.6666666666666	190.66666666666666	15	15	440	308.4	15	0	14	1	312	642	0	264	156	117	12	11	323	290.2	15	0	3	1	304	626	0	149	45
ORTHOMCL3979	1093.6666666666667	418.6666666666667	15	15	675	374.46666666666664	15	0	14	3	356	695	0	361	302	311	14	12	364	341.2	15	0	1	3	343	669	0	59	5
ORTHOMCL15893	845.6666666666666	47.666666666666664	4	4	798	580.25	4	0	1	29	26	45	0	126	126	126	3	3	672	547.0	4	0	1	29	26	45	0	3	3
ORTHOMCL4647	610.6666666666666	233.66666666666666	14	14	377	172.28571428571428	12	1	13	6	147	292	0	226	223	225	14	13	152	150.28571428571428	12	1	0	6	142	280	0	5	2
ORTHOMCL6259	1108.6666666666667	438.6666666666667	12	12	670	418.0833333333333	12	0	11	0	368	802	0	288	270	270	11	11	400	384.4166666666667	12	0	1	0	356	776	0	28	12
ORTHOMCL3126	2033.6666666666667	432.6666666666667	16	16	1601	706.5	16	0	16	2	700	1006	0	1143	924	894	13	12	707	638.4375	16	0	3	2	687	982	0	255	43
ORTHOMCL4741	565.6666666666667	329.6666666666667	14	14	236	40.285714285714285	14	0	14	0	27	59	0	227	211	212	11	11	24	20.142857142857142	14	0	3	0	23	49	0	17	4
ORTHOMCL6970	616.6666666666667	479.6666666666667	11	11	137	31.454545454545453	11	0	11	0	18	40	0	137	137	99	6	6	38	20.181818181818183	9	1	5	0	15	37	0	38	38
ORTHOMCL11671	347.66666666666663	132.66666666666666	5	5	215	124.2	5	0	4	1	20	83	0	115	115	113	4	4	102	95.8	5	0	1	1	17	78	0	7	7
ORTHOMCL6876	247.66666666666669	114.66666666666667	11	11	133	85.9090909090909	11	0	4	0	82	145	0	133	60	24	8	8	109	82.18181818181819	11	0	3	0	81	143	0	109	37
ORTHOMCL3500	381.6666666666667	59.666666666666664	15	15	322	275.6	15	0	3	1	297	558	0	168	25	20	12	11	302	269.46666666666664	15	0	3	1	291	545	0	148	8
ORTHOMCL458	4479.666666666666	2850.6666666666665	25	25	1629	413.76	23	1	25	0	410	863	0	1629	1213	1223	20	14	406	335.16	23	1	5	0	394	835	0	406	3
ORTHOMCL12968	720.6666666666667	386.6666666666667	5	5	334	173.8	5	0	5	9	11	16	0	286	286	138	3	2	196	135.4	5	0	2	9	11	16	0	149	149
ORTHOMCL3626	211.66666666666666	8.666666666666666	15	15	203	184.26666666666668	15	0	2	4	190	262	0	69	5	3	13	12	200	183.33333333333334	15	0	2	4	189	261	0	66	3
ORTHOMCL1463	1411.6666666666665	649.6666666666666	19	19	762	141.68421052631578	19	0	18	0	137	275	0	762	702	629	12	12	133	101.15789473684211	17	1	7	0	127	257	0	133	74
ORTHOMCL1685	1751.6666666666665	876.6666666666666	18	18	875	533.8333333333334	18	0	17	0	596	1372	0	875	460	263	14	13	612	508.5	18	0	4	0	586	1345	0	612	200
ORTHOMCL1801	721.6666666666666	175.66666666666666	18	18	546	368.94444444444446	18	0	15	0	412	712	0	348	326	132	13	12	414	351.8333333333333	18	0	5	0	400	692	0	222	201
ORTHOMCL8772	339.6666666666667	49.666666666666664	8	8	290	238.375	8	0	2	3	151	296	0	137	137	14	6	6	276	234.25	8	0	2	3	150	293	0	123	123
ORTHOMCL13922	543.6666666666666	165.66666666666666	4	4	378	289.5	4	0	3	23	61	177	0	140	140	69	4	4	309	269.25	4	0	0	22	61	177	0	73	73
ORTHOMCL14878	437.6666666666667	88.66666666666667	4	4	349	234.0	4	0	2	9	14	33	0	175	175	50	2	2	299	220.25	4	0	2	9	14	31	0	126	126
ORTHOMCL6272	516.6666666666667	324.6666666666667	12	12	192	132.66666666666666	12	0	7	0	129	208	0	124	67	55	9	7	137	116.33333333333333	12	0	3	0	120	187	0	71	19
ORTHOMCL16191	327.6666666666667	31.666666666666668	4	4	296	271.25	4	0	1	9	16	60	0	2	2	0	3	3	296	271.25	4	0	1	9	16	60	0	2	2
ORTHOMCL10590	267.66666666666663	168.66666666666666	6	6	99	52.5	4	1	4	0	7	14	0	72	72	37	3	3	62	39.666666666666664	4	1	3	0	7	13	0	36	36
ORTHOMCL4065	220.66666666666666	57.666666666666664	15	15	163	142.06666666666666	15	0	1	3	134	257	0	28	17	18	14	14	145	139.93333333333334	15	0	1	3	133	255	0	11	0
ORTHOMCL12363	491.6666666666667	277.6666666666667	5	5	214	124.0	5	0	4	7	33	67	0	118	118	114	5	5	100	97.0	5	0	0	7	32	65	0	6	6
ORTHOMCL2513	648.6666666666666	69.66666666666667	17	17	579	501.52941176470586	17	0	3	2	502	1034	0	132	62	59	16	14	520	496.47058823529414	17	0	1	2	501	1032	0	73	5
ORTHOMCL1275	1142.6666666666667	458.6666666666667	20	20	684	320.4	20	0	20	0	320	584	0	542	390	365	17	12	319	287.8	20	0	3	0	304	553	0	186	37
ORTHOMCL1606	1205.6666666666667	254.66666666666666	19	19	951	395.89473684210526	16	1	16	0	183	314	0	886	744	622	9	1	329	257.2631578947368	15	1	10	0	166	291	0	264	123
ORTHOMCL3340	1647.6666666666665	951.6666666666666	16	16	696	284.4375	16	0	16	1	289	482	0	621	488	414	11	11	282	238.9375	16	0	5	1	268	438	0	209	85
ORTHOMCL2358	2944.666666666667	1746.6666666666667	17	17	1198	507.29411764705884	17	0	17	0	622	1342	0	1198	1120	639	10	10	559	398.11764705882354	17	0	7	0	502	1075	0	559	487
ORTHOMCL9570	601.6666666666666	255.66666666666666	7	7	346	195.85714285714286	7	0	6	1	99	151	0	205	205	153	4	3	193	157.28571428571428	7	0	3	1	98	148	0	56	56
ORTHOMCL272	6317.666666666667	4580.666666666667	30	30	1737	257.23333333333335	20	1	30	0	469	1328	0	1737	1737	1736	1	1	1	0.03333333333333333	1	1	29	0	0	0	0	1	1
ORTHOMCL5361	555.6666666666666	132.66666666666666	12	12	423	389.75	12	0	0	1	373	775	0	35	34	39	12	10	384	377.1666666666667	12	0	0	1	365	751	0	4	3
ORTHOMCL12154	258.6666666666667	48.666666666666664	5	5	210	130.2	5	0	5	3	18	61	0	117	117	71	3	2	139	109.4	5	0	2	3	17	60	0	47	47
ORTHOMCL13058	486.6666666666667	303.6666666666667	5	5	183	109.2	5	0	4	6	23	41	0	100	100	83	4	4	100	87.4	5	0	1	5	23	40	0	20	20
ORTHOMCL15775	155.66666666666666	26.666666666666668	4	4	129	117.25	4	0	0	13	13	24	0	13	13	15	4	4	114	111.5	4	0	0	13	13	22	0	1	1
ORTHOMCL725	3339.6666666666665	2177.6666666666665	22	22	1162	286.90909090909093	19	1	22	0	380	719	0	1162	1162	794	13	11	368	232.1818181818182	18	1	9	0	354	669	0	368	368
ORTHOMCL11692	1385.6666666666667	395.6666666666667	5	5	990	240.4	5	0	4	0	0	0	0	990	990	895	3	3	95	56.8	3	1	2	0	0	0	0	95	95
ORTHOMCL10259	2328.666666666667	1644.6666666666667	6	6	684	153.0	6	0	6	0	0	0	0	684	684	682	2	2	2	0.8333333333333334	1	2	4	0	0	0	0	2	2
ORTHOMCL2233	942.6666666666667	362.6666666666667	17	17	580	325.70588235294116	17	0	16	0	365	781	0	577	343	213	12	12	367	300.05882352941177	17	0	5	0	347	744	0	364	137
ORTHOMCL12422	188.66666666666669	91.66666666666667	5	5	97	65.0	5	0	2	1	9	23	0	61	61	20	3	3	77	60.2	5	0	2	1	9	23	0	42	42
ORTHOMCL11000	278.6666666666667	73.66666666666667	6	6	205	168.0	6	0	2	3	54	228	0	52	52	42	6	6	163	155.33333333333334	6	0	0	3	54	220	0	13	13
ORTHOMCL3819	1037.6666666666665	553.6666666666666	14	14	484	270.64285714285717	14	0	13	0	288	562	0	436	341	147	8	7	337	251.21428571428572	14	0	6	0	282	544	0	290	198
ORTHOMCL3827	946.6666666666667	350.6666666666667	15	15	596	461.06666666666666	15	0	10	4	440	982	0	170	134	150	14	14	446	430.6	15	0	1	4	419	930	0	38	5
ORTHOMCL12864	582.6666666666667	294.6666666666667	5	5	288	154.0	5	0	4	0	6	26	0	194	194	99	3	3	189	129.2	5	0	2	0	6	25	0	100	100
ORTHOMCL7688	324.66666666666663	194.66666666666666	9	9	130	66.44444444444444	9	0	9	3	44	94	0	72	72	76	9	7	54	53.0	9	0	0	3	41	81	0	1	1
ORTHOMCL1845	1449.6666666666667	1214.6666666666667	18	18	235	18.38888888888889	12	1	18	0	0	0	0	235	235	234	1	1	1	0.05555555555555555	1	1	17	0	0	0	0	1	1
ORTHOMCL5281	2445.666666666667	1402.6666666666667	13	13	1043	528.3846153846154	13	0	13	3	503	896	0	709	625	526	8	3	517	444.0769230769231	13	0	5	3	459	808	0	202	124
ORTHOMCL16452	293.6666666666667	4.666666666666667	4	4	289	258.5	4	0	1	36	17	35	0	8	8	4	3	3	285	256.5	4	0	1	36	17	35	0	5	5
ORTHOMCL8744	993.6666666666667	499.6666666666667	8	8	494	360.25	8	0	7	9	204	662	0	149	149	153	8	8	341	331.875	8	0	0	9	197	643	0	7	7
ORTHOMCL5375	711.6666666666667	303.6666666666667	13	13	408	74.76923076923077	13	0	12	1	44	76	0	370	360	361	13	12	47	44.84615384615385	13	0	0	1	42	73	0	9	1
ORTHOMCL6988	1335.6666666666665	821.6666666666666	11	11	514	179.27272727272728	11	0	11	0	147	215	0	469	367	366	9	9	148	123.36363636363636	11	0	2	0	127	187	0	109	11
ORTHOMCL1378	563.6666666666667	374.6666666666667	19	19	189	57.578947368421055	19	0	19	0	56	94	0	189	132	131	17	13	58	49.0	17	1	2	0	54	92	0	58	3
ORTHOMCL16825	338.6666666666667	82.66666666666667	4	4	256	229.25	4	0	0	21	17	61	0	27	27	17	4	4	239	223.75	4	0	0	21	17	61	0	12	12
ORTHOMCL7948	357.66666666666663	210.66666666666666	9	9	147	107.33333333333333	9	0	7	2	79	162	0	50	50	40	8	8	107	98.22222222222223	9	0	1	2	77	154	0	12	12
ORTHOMCL7257	242.66666666666666	46.666666666666664	10	10	196	183.3	10	0	0	1	155	300	0	15	15	16	10	10	180	177.5	10	0	0	1	152	296	0	2	2
ORTHOMCL3434	448.6666666666667	354.6666666666667	16	16	94	14.8125	13	1	16	0	11	20	0	94	94	83	9	9	11	6.0625	9	2	7	0	8	15	0	11	11
ORTHOMCL14509	628.6666666666667	328.6666666666667	4	4	300	198.5	4	0	3	13	18	48	0	136	136	138	4	4	162	161.25	4	0	0	13	18	48	0	1	1
ORTHOMCL4360	732.6666666666666	203.66666666666666	14	14	529	252.5	14	0	14	0	251	515	0	363	339	265	10	10	264	227.64285714285714	14	0	4	0	244	500	0	101	78
ORTHOMCL5453	572.6666666666666	211.66666666666666	13	13	361	146.07692307692307	13	0	13	0	126	263	0	248	248	220	9	8	141	124.15384615384616	13	0	4	0	124	260	0	29	29
ORTHOMCL9451	357.6666666666667	75.66666666666667	7	7	282	239.42857142857142	7	0	2	2	136	340	0	57	57	45	7	7	237	226.57142857142858	7	0	0	2	134	328	0	18	18
ORTHOMCL7790	727.6666666666667	440.6666666666667	9	9	287	164.22222222222223	9	0	9	0	92	300	0	193	193	120	6	6	167	143.22222222222223	9	0	3	0	88	290	0	74	74
ORTHOMCL8391	860.6666666666667	386.6666666666667	8	8	474	150.5	8	0	7	1	67	166	0	372	372	377	8	8	97	94.375	8	0	0	1	63	158	0	1	1
ORTHOMCL13061	593.6666666666666	55.666666666666664	5	5	538	319.2	5	0	3	8	27	95	0	392	392	237	3	3	301	229.2	5	0	2	7	27	93	0	158	158
ORTHOMCL5651	1319.6666666666665	620.6666666666666	13	13	699	306.3076923076923	13	0	13	0	335	559	0	699	693	340	7	5	359	238.6153846153846	13	0	6	0	286	472	0	359	354
ORTHOMCL6531	305.66666666666663	181.66666666666666	11	11	124	18.454545454545453	9	1	11	0	10	14	0	124	124	113	6	6	11	5.545454545454546	7	1	5	0	7	11	0	11	11
ORTHOMCL4132	1208.6666666666667	499.6666666666667	15	15	709	339.73333333333335	15	0	14	0	373	853	0	709	495	304	9	9	405	301.93333333333334	15	0	6	0	355	804	0	405	196
ORTHOMCL13804	548.6666666666666	193.66666666666666	4	4	355	127.0	4	0	3	0	0	0	0	321	321	236	2	2	119	67.75	4	0	2	0	0	0	0	85	85
ORTHOMCL5103	827.6666666666667	449.6666666666667	14	14	378	257.7142857142857	14	0	13	0	274	546	0	284	195	100	11	10	278	240.71428571428572	14	0	3	0	264	525	0	186	98
ORTHOMCL7398	188.66666666666669	95.66666666666667	10	10	93	65.5	10	0	4	0	58	104	0	88	45	9	6	6	84	62.7	10	0	4	0	57	101	0	79	37
ORTHOMCL1428	505.6666666666667	97.66666666666667	19	19	408	292.94736842105266	19	0	11	0	309	498	0	309	132	87	16	13	321	282.2105263157895	19	0	3	0	303	479	0	224	48
ORTHOMCL10746	279.6666666666667	48.666666666666664	6	6	231	133.16666666666666	6	0	6	4	42	87	0	109	109	108	5	5	123	111.66666666666667	6	0	1	4	40	84	0	5	5
ORTHOMCL8799	412.6666666666667	85.66666666666667	8	8	327	219.25	8	0	7	4	131	362	0	108	108	108	7	6	219	199.375	8	0	1	4	125	352	0	6	6
ORTHOMCL7946	1124.6666666666665	573.6666666666666	9	9	551	204.33333333333334	9	0	9	1	111	224	0	531	531	325	6	4	226	156.11111111111111	9	0	3	1	101	207	0	209	209
ORTHOMCL4859	1752.6666666666665	925.6666666666666	14	14	827	123.35714285714286	14	0	14	0	75	154	0	827	772	748	10	9	79	60.57142857142857	14	0	4	0	67	139	0	79	28
ORTHOMCL290	953.6666666666667	346.6666666666667	29	29	607	271.6896551724138	29	0	29	0	309	596	0	607	487	299	21	12	308	246.9655172413793	29	0	8	0	294	567	0	308	191
ORTHOMCL10273	322.66666666666663	185.66666666666666	6	6	137	61.833333333333336	6	0	6	1	21	44	0	88	88	89	5	5	48	45.166666666666664	6	0	1	1	20	42	0	1	1
ORTHOMCL11151	3924.6666666666665	2415.6666666666665	6	6	1509	306.1666666666667	6	0	6	2	20	82	0	1451	1451	1452	6	6	57	55.833333333333336	6	0	0	2	19	77	0	2	2
ORTHOMCL687	3301.666666666667	1939.6666666666667	23	23	1362	197.08695652173913	19	1	23	0	231	423	0	1362	1362	1153	12	11	209	124.3913043478261	18	1	11	0	198	352	0	209	209
ORTHOMCL4185	333.6666666666667	111.66666666666667	15	15	222	145.13333333333333	15	0	14	1	136	318	0	80	79	81	14	14	141	134.66666666666666	15	0	1	1	132	307	0	3	2
ORTHOMCL7342	529.6666666666666	115.66666666666667	9	9	414	345.55555555555554	9	0	2	3	256	655	0	99	99	40	7	7	374	336.55555555555554	9	0	2	3	252	644	0	63	63
ORTHOMCL4692	237.66666666666666	45.666666666666664	14	14	192	132.85714285714286	14	0	13	1	127	202	0	73	72	64	14	14	128	124.07142857142857	14	0	0	1	122	195	0	12	12
ORTHOMCL4140	298.6666666666667	11.666666666666666	15	15	287	162.06666666666666	15	0	14	0	168	315	0	213	131	111	12	11	176	153.13333333333333	15	0	3	0	166	311	0	102	22
ORTHOMCL1558	357.6666666666667	76.66666666666667	19	19	281	235.52631578947367	19	0	3	0	243	539	0	87	31	32	16	12	249	230.0	19	0	3	0	239	531	0	58	3
ORTHOMCL12979	121.66666666666666	38.666666666666664	5	5	83	72.8	5	0	0	7	25	38	0	14	14	13	5	5	70	69.2	5	0	0	7	25	38	0	1	1
ORTHOMCL7446	775.6666666666667	465.6666666666667	10	10	310	133.0	5	1	6	0	98	248	0	310	310	85	5	5	225	112.1	5	1	5	0	95	244	0	225	225
ORTHOMCL2465	547.6666666666667	303.6666666666667	17	17	244	157.52941176470588	17	0	16	0	168	346	0	206	102	67	13	13	177	149.23529411764707	17	0	4	0	163	337	0	143	40
ORTHOMCL11878	156.66666666666666	30.666666666666668	5	5	126	74.2	5	0	5	12	22	27	0	67	67	67	5	5	59	58.2	5	0	0	12	21	26	0	1	1
ORTHOMCL7668	342.6666666666667	97.66666666666667	9	9	245	145.88888888888889	7	1	8	0	121	281	0	118	118	102	7	6	143	126.33333333333333	7	1	2	0	117	267	0	21	21
ORTHOMCL5358	822.6666666666666	523.6666666666666	13	13	299	172.76923076923077	13	0	13	0	161	422	0	162	161	121	11	11	178	158.69230769230768	13	0	2	0	157	406	0	43	42
ORTHOMCL463	802.6666666666666	246.66666666666666	26	26	556	288.53846153846155	26	0	26	1	298	492	0	420	255	266	22	12	290	265.4230769230769	26	0	4	1	283	465	0	156	3
ORTHOMCL10865	363.6666666666667	85.66666666666667	6	6	278	223.16666666666666	6	0	2	7	95	226	0	84	84	46	5	4	232	213.16666666666666	6	0	1	7	95	221	0	41	41
ORTHOMCL5366	245.66666666666666	62.666666666666664	13	13	183	147.6153846153846	13	0	3	0	149	290	0	100	22	24	11	11	159	142.3846153846154	13	0	2	0	146	287	0	79	2
ORTHOMCL1776	2475.666666666667	1191.6666666666667	18	18	1284	114.77777777777777	18	0	18	0	67	94	0	1284	1284	1223	9	9	61	40.0	18	0	9	0	57	81	0	61	61
ORTHOMCL9553	274.6666666666667	50.666666666666664	7	7	224	152.85714285714286	7	0	5	5	86	144	0	103	103	54	4	4	170	139.0	7	0	3	5	85	143	0	49	49
ORTHOMCL13160	304.6666666666667	3.6666666666666665	5	5	301	211.4	5	0	3	11	41	101	0	144	144	107	3	3	194	175.0	5	0	2	11	41	101	0	37	37
ORTHOMCL1350	2382.666666666667	1278.6666666666667	19	19	1104	225.42105263157896	19	0	19	0	198	376	0	1028	1008	905	11	9	199	165.52631578947367	19	0	8	0	190	363	0	123	105
ORTHOMCL11834	585.6666666666666	70.66666666666667	5	5	515	475.6	5	0	0	19	154	467	0	80	80	40	5	4	475	456.0	5	0	0	19	152	464	0	47	47
ORTHOMCL8757	223.66666666666666	8.666666666666666	8	8	215	205.5	8	0	0	1	160	396	0	9	9	4	8	8	211	203.0	8	0	0	1	158	392	0	7	7
ORTHOMCL8583	689.6666666666667	310.6666666666667	8	8	379	336.0	8	0	0	5	265	553	0	68	68	37	8	8	342	326.375	8	0	0	5	261	546	0	35	35
ORTHOMCL2860	763.6666666666666	568.6666666666666	16	16	195	44.0625	16	0	16	0	35	60	0	195	158	157	12	12	38	30.0625	16	0	4	0	33	58	0	38	3
ORTHOMCL7193	310.6666666666667	90.66666666666667	10	10	220	132.2	8	1	9	0	109	221	0	174	87	91	7	7	129	106.9	8	1	3	0	101	201	0	85	2
ORTHOMCL9741	583.6666666666667	310.6666666666667	7	7	273	86.0	7	0	6	0	26	80	0	222	222	210	4	4	63	51.142857142857146	7	0	3	0	26	71	0	15	15
ORTHOMCL1781	863.6666666666667	430.6666666666667	18	18	433	261.1666666666667	18	0	18	0	260	489	0	274	175	175	16	12	258	242.72222222222223	18	0	2	0	251	470	0	105	9
ORTHOMCL618	448.6666666666667	91.66666666666667	24	24	357	241.91666666666666	24	0	24	0	253	396	0	222	130	102	19	12	255	231.66666666666666	24	0	5	0	247	386	0	123	34
ORTHOMCL12307	1014.6666666666666	617.6666666666666	5	5	397	162.4	5	0	4	2	22	96	0	291	291	297	5	5	100	97.4	5	0	0	2	22	94	0	1	1
ORTHOMCL522	1630.6666666666665	557.6666666666666	25	25	1073	508.16	25	0	24	0	631	1156	0	1073	697	471	15	10	602	461.4	25	0	10	0	583	1068	0	602	233
ORTHOMCL4614	189.66666666666669	83.66666666666667	14	14	106	64.35714285714286	14	0	14	1	62	112	0	45	43	47	13	13	59	54.0	14	0	1	1	55	98	0	5	3
ORTHOMCL1575	673.6666666666667	416.6666666666667	19	19	257	59.8421052631579	19	0	19	0	51	99	0	208	207	208	18	14	49	45.526315789473685	19	0	1	0	47	92	0	1	1
ORTHOMCL7801	3836.666666666667	1536.6666666666667	9	9	2300	915.6666666666666	9	0	8	1	404	1145	0	2169	2169	1439	5	5	861	593.5555555555555	9	0	4	1	380	1023	0	732	732
ORTHOMCL3120	284.6666666666667	36.666666666666664	16	16	248	162.1875	16	0	15	0	165	314	0	117	81	86	14	13	162	149.0625	16	0	2	0	157	297	0	35	3
ORTHOMCL8568	799.6666666666666	249.66666666666666	8	8	550	405.5	8	0	3	0	263	754	0	271	271	46	5	5	504	390.0	8	0	3	0	259	736	0	227	227
ORTHOMCL5956	993.6666666666667	265.6666666666667	12	12	728	422.0833333333333	12	0	12	1	376	926	0	477	387	296	7	7	432	378.5	12	0	5	0	358	885	0	195	109
ORTHOMCL13805	251.66666666666669	93.66666666666667	4	4	158	70.5	4	0	4	1	5	21	0	117	117	118	4	4	40	39.25	4	0	0	1	5	20	0	1	1
ORTHOMCL3346	687.6666666666667	431.6666666666667	16	16	256	132.9375	16	0	16	0	154	239	0	256	127	108	11	10	148	116.5625	16	0	5	0	142	220	0	148	27
ORTHOMCL8670	501.6666666666667	123.66666666666667	8	8	378	351.875	8	0	0	1	266	625	0	26	26	28	8	8	350	341.375	8	0	0	1	259	613	0	4	4
ORTHOMCL9179	516.6666666666666	168.66666666666666	7	7	348	95.42857142857143	7	0	6	0	32	58	0	294	294	294	7	7	54	51.857142857142854	7	0	0	0	31	57	0	2	2
ORTHOMCL15006	621.6666666666666	140.66666666666666	4	4	481	395.25	4	0	1	19	36	124	0	103	103	76	4	4	405	374.0	4	0	0	19	36	124	0	28	28
ORTHOMCL12908	238.66666666666666	156.66666666666666	5	5	82	16.6	5	0	5	0	0	0	0	82	82	81	1	1	1	0.2	1	1	4	0	0	0	0	1	1
ORTHOMCL8511	302.6666666666667	109.66666666666667	8	8	193	87.125	8	0	7	0	50	83	0	118	118	120	6	6	73	63.75	8	0	2	0	45	77	0	3	3
ORTHOMCL6320	1484.6666666666665	902.6666666666666	12	12	582	142.58333333333334	12	0	12	0	112	211	0	582	582	458	9	8	124	91.75	9	1	3	0	108	204	0	124	124
ORTHOMCL2159	331.6666666666667	29.666666666666668	17	17	302	184.05882352941177	17	0	16	0	182	373	0	190	115	125	14	11	177	163.47058823529412	17	0	3	0	169	345	0	74	1
ORTHOMCL5732	948.6666666666666	615.6666666666666	13	13	333	125.23076923076923	13	0	13	0	112	306	0	288	264	207	10	8	126	102.76923076923077	13	0	3	0	105	286	0	86	63
ORTHOMCL4432	765.6666666666667	473.6666666666667	13	13	292	82.92307692307692	13	0	13	0	64	105	0	227	227	228	13	11	64	63.07692307692308	11	1	0	0	62	101	0	1	1
ORTHOMCL15074	361.6666666666667	75.66666666666667	4	4	286	215.0	4	0	1	1	2	19	0	36	36	36	3	3	250	202.75	4	0	1	1	2	19	0	4	4
ORTHOMCL15839	612.6666666666667	260.6666666666667	4	4	352	295.75	4	0	0	36	41	123	0	73	73	60	4	4	292	277.25	4	0	0	36	41	122	0	16	16
ORTHOMCL10646	573.6666666666667	265.6666666666667	6	6	308	139.5	6	0	6	2	32	98	0	199	199	188	5	4	120	105.33333333333333	6	0	1	2	31	97	0	14	14
ORTHOMCL7471	281.6666666666667	90.66666666666667	10	10	191	123.3	10	0	5	0	113	225	0	191	168	17	5	5	174	119.8	10	0	5	0	112	221	0	174	152
