*** Warning! With -c set to 15 or higher, some gene trees may take a very long time to reconcile!

#
# =========================================================================
# Welcome to GRAMPA -- Gene tree reconciliations with MUL-trees.
# Version 1.3.1 released on April 30, 2021
# GRAMPA was developed by Gregg Thomas, S. Hussain Ather, and Matthew Hahn
# Citation:      https://doi.org/10.1093/sysbio/syx044
# Website:       https://gwct.github.io/grampa/
# Report issues: https://github.com/gwct/grampa
#
# The date and time at the start is: 10.21.2022 | 15:39:03
# The program was called as: /n/home07/gthomas/projects/grampa/grampa.py -s /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/chelicerate-19spec-astral-pro-rooted.tre -g /n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/loci-rearrange-95-rooted.treefile -o /n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15 -c 15 -p 30
#
# 10.21.2022 | 15:39:03 INFO: Number of processes:...................................30
# 10.21.2022 | 15:39:03 --> Step 1: Reading species tree
# 10.21.2022 | 15:39:03 --> STEP 2 03.39.03: Parsing hybrid clades
# 10.21.2022 | 15:39:03 --> STEP 3 03.39.03: Counting MUL-trees
# 10.21.2022 | 15:39:03 --> STEP 4 03.39.03: Reading gene tree(s)
# 10.21.2022 | 15:39:04 INFO: The input species tree with internal nodes labeled.....((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,SSCAB)<7>,(CSCUL,(LRECL,(SMIMO,((PTEPI,LHESP)<8>,((NCLAV,TANTI)<9>,ABRUE)<10>)<11>)<12>)<13>)<14>)<15>)<16>)<17>)<18>
# 10.21.2022 | 15:39:04 INFO: Input species tree is..................................Singly-labeled
# 10.21.2022 | 15:39:04 INFO: No H1 node defined.....................................Searching all possible H1 nodes.
# 10.21.2022 | 15:39:04 INFO: No H2 node defined.....................................Searching all possible H2 nodes.
# 10.21.2022 | 15:39:04 INFO: Using gene trees in file.............................../n/holylfs05/LABS/informatics/Users/gthomas/spiders/tree/cds-iqtree/astral-pro-tree/loci-rearrange-95-rooted.treefile
# 10.21.2022 | 15:39:04 INFO: Total gene trees.......................................6359
# 10.21.2022 | 15:39:04 INFO: Main results and logs will be written to file........../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15/grampa_out.txt
# 10.21.2022 | 15:39:04 INFO: The number of groups for each tree will be calculated../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15/grampa_checknums.txt
# 10.21.2022 | 15:39:04 INFO: Filtered trees will be saved (if necessary)............/n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15/grampa_trees_filtered.txt
# 10.21.2022 | 15:39:04 INFO: Filtering gene trees with # of polyploid groups over...15
# 10.21.2022 | 15:39:04 INFO: Detailed results will be written to file.............../n/holylfs05/LABS/informatics/Users/gthomas/spiders/grampa/cds-apro-r95-full-c15/grampa_det.txt
# 10.21.2022 | 15:39:04 INFO: Detailed output will contain...........................Reconciliation scores only
# 10.21.2022 | 15:39:04 --> STEP 5 03.39.04: Building 1187 MUL-tree(s)
# 10.21.2022 | 15:39:05 --> STEP 6 03.39.05: Checking gene tree groupings
# 10.21.2022 | 15:45:06 INFO: Filtered gene trees:...................................7
# 10.21.2022 | 15:45:06 INFO: Final gene tree count for reconciliations:.............6352
# STEP 7 03.45.06: Writing filtered gene trees to file.
# ----------------------------------------
# 10.21.2022 | 15:45:06 --> STEP 8 03.45.06: Beginning reconciliations.
# 10.21.2022 | 16:10:42 --> STEP 9 04.10.42: Getting maps for lowest scoring tree
# 10.21.2022 | 16:10:46 --> STEP 10 04.10.46: Writing output
# GT/MT combo	# dups	# losses	Total score
GT-6083 to MT-0	0	6	6
GT-6088 to MT-0	0	8	8
GT-6084 to MT-0	0	6	6
GT-6079 to MT-0	5	13	18
GT-6093 to MT-0	0	9	9
GT-6089 to MT-0	0	7	7
GT-6038 to MT-0	8	16	24
GT-6087 to MT-0	0	6	6
GT-6064 to MT-0	6	8	14
GT-6068 to MT-0	2	11	13
GT-6027 to MT-0	13	20	33
GT-6090 to MT-0	0	6	6
GT-6072 to MT-0	5	8	13
GT-6097 to MT-0	0	6	6
GT-6096 to MT-0	0	6	6
GT-6100 to MT-0	0	8	8
GT-6098 to MT-0	0	7	7
GT-6099 to MT-0	1	9	10
GT-6092 to MT-0	0	9	9
GT-6103 to MT-0	1	11	12
GT-6108 to MT-0	0	7	7
GT-6102 to MT-0	0	6	6
GT-6109 to MT-0	3	9	12
GT-6111 to MT-0	0	7	7
GT-6106 to MT-0	1	8	9
GT-6091 to MT-0	1	10	11
GT-6112 to MT-0	0	7	7
GT-6105 to MT-0	0	8	8
GT-6110 to MT-0	1	9	10
GT-6113 to MT-0	0	8	8
GT-6082 to MT-0	3	9	12
GT-6104 to MT-0	2	10	12
GT-6114 to MT-0	0	6	6
GT-6116 to MT-0	1	10	11
GT-6131 to MT-0	0	8	8
GT-6094 to MT-0	5	27	32
GT-6130 to MT-0	0	8	8
GT-6107 to MT-0	5	13	18
GT-6126 to MT-0	0	7	7
GT-6119 to MT-0	0	8	8
GT-6124 to MT-0	0	7	7
GT-6141 to MT-0	0	8	8
GT-6135 to MT-0	1	10	11
GT-6085 to MT-0	3	5	8
GT-6122 to MT-0	0	8	8
GT-6127 to MT-0	1	15	16
GT-6121 to MT-0	0	6	6
GT-6132 to MT-0	0	7	7
GT-6136 to MT-0	0	9	9
GT-6147 to MT-0	0	6	6
GT-6123 to MT-0	0	4	4
GT-6133 to MT-0	0	6	6
GT-6117 to MT-0	0	8	8
GT-6140 to MT-0	2	9	11
GT-6139 to MT-0	0	7	7
GT-6118 to MT-0	0	8	8
GT-6101 to MT-0	3	12	15
GT-6138 to MT-0	0	7	7
GT-6128 to MT-0	2	8	10
GT-6129 to MT-0	1	6	7
GT-6115 to MT-0	3	4	7
GT-6149 to MT-0	0	3	3
GT-6134 to MT-0	2	19	21
GT-6125 to MT-0	4	7	11
GT-6165 to MT-0	0	8	8
GT-6145 to MT-0	0	8	8
GT-6144 to MT-0	0	4	4
GT-6153 to MT-0	0	9	9
GT-6151 to MT-0	1	6	7
GT-6158 to MT-0	0	3	3
GT-6143 to MT-0	1	5	6
GT-6148 to MT-0	1	7	8
GT-6152 to MT-0	0	8	8
GT-6146 to MT-0	1	7	8
GT-6120 to MT-0	3	8	11
GT-6156 to MT-0	0	4	4
GT-6137 to MT-0	3	5	8
GT-6150 to MT-0	0	8	8
GT-6157 to MT-0	0	3	3
GT-6161 to MT-0	0	3	3
GT-6162 to MT-0	0	3	3
GT-6159 to MT-0	4	2	6
GT-6172 to MT-0	0	9	9
GT-6164 to MT-0	0	7	7
GT-6169 to MT-0	2	4	6
GT-6154 to MT-0	1	10	11
GT-6170 to MT-0	0	5	5
GT-6179 to MT-0	0	5	5
GT-6166 to MT-0	0	6	6
GT-6173 to MT-0	0	4	4
GT-6171 to MT-0	0	3	3
GT-6167 to MT-0	1	4	5
GT-6142 to MT-0	4	3	7
GT-6174 to MT-0	2	3	5
GT-6191 to MT-0	2	8	10
GT-6168 to MT-0	0	8	8
GT-6181 to MT-0	0	3	3
GT-6175 to MT-0	0	9	9
GT-6180 to MT-0	2	4	6
GT-6177 to MT-0	0	3	3
GT-6183 to MT-0	0	7	7
GT-6155 to MT-0	2	5	7
GT-6182 to MT-0	0	3	3
GT-6186 to MT-0	0	6	6
GT-6178 to MT-0	1	3	4
GT-6184 to MT-0	0	9	9
GT-6190 to MT-0	0	4	4
GT-6197 to MT-0	1	4	5
GT-6198 to MT-0	1	6	7
GT-6195 to MT-0	0	4	4
GT-6204 to MT-0	0	6	6
GT-6199 to MT-0	1	10	11
GT-6176 to MT-0	3	3	6
GT-6205 to MT-0	0	5	5
GT-6185 to MT-0	7	16	23
GT-6202 to MT-0	0	4	4
GT-6193 to MT-0	1	8	9
GT-6207 to MT-0	0	10	10
GT-6163 to MT-0	5	4	9
GT-6214 to MT-0	0	8	8
GT-6187 to MT-0	3	13	16
GT-6208 to MT-0	2	3	5
GT-6200 to MT-0	1	5	6
GT-6196 to MT-0	1	10	11
GT-6213 to MT-0	0	9	9
GT-6160 to MT-0	1	9	10
GT-6192 to MT-0	3	8	11
GT-6189 to MT-0	4	13	17
GT-6211 to MT-0	2	8	10
GT-6206 to MT-0	5	10	15
GT-6212 to MT-0	2	11	13
GT-6227 to MT-0	0	7	7
GT-6233 to MT-0	0	6	6
GT-6209 to MT-0	4	12	16
GT-6230 to MT-0	1	6	7
GT-6232 to MT-0	0	7	7
GT-6216 to MT-0	6	11	17
GT-6229 to MT-0	0	8	8
GT-6228 to MT-0	0	9	9
GT-6223 to MT-0	0	7	7
GT-6210 to MT-0	3	7	10
GT-6201 to MT-0	6	4	10
GT-6220 to MT-0	1	7	8
GT-6231 to MT-0	0	5	5
GT-6234 to MT-0	0	9	9
GT-6203 to MT-0	6	11	17
GT-6226 to MT-0	3	11	14
GT-6222 to MT-0	3	10	13
GT-6218 to MT-0	3	10	13
GT-6194 to MT-0	3	9	12
GT-6225 to MT-0	2	12	14
GT-6248 to MT-0	0	6	6
GT-6224 to MT-0	2	11	13
GT-6237 to MT-0	0	9	9
GT-6235 to MT-0	4	12	16
GT-6188 to MT-0	13	25	38
GT-6236 to MT-0	0	8	8
GT-6240 to MT-0	0	6	6
GT-6215 to MT-0	6	0	6
GT-6242 to MT-0	0	7	7
GT-6217 to MT-0	4	5	9
GT-6244 to MT-0	2	17	19
GT-6245 to MT-0	0	6	6
GT-6249 to MT-0	0	8	8
GT-6219 to MT-0	4	11	15
GT-6238 to MT-0	1	7	8
GT-6247 to MT-0	0	8	8
GT-6239 to MT-0	0	9	9
GT-6255 to MT-0	0	10	10
GT-6243 to MT-0	2	11	13
GT-6269 to MT-0	1	8	9
GT-6253 to MT-0	0	5	5
GT-6256 to MT-0	0	6	6
GT-6257 to MT-0	0	9	9
GT-6260 to MT-0	0	9	9
GT-6263 to MT-0	0	8	8
GT-6262 to MT-0	0	5	5
GT-6241 to MT-0	3	15	18
GT-6259 to MT-0	0	8	8
GT-6265 to MT-0	0	8	8
GT-6273 to MT-0	0	10	10
GT-6266 to MT-0	1	8	9
GT-6251 to MT-0	0	6	6
GT-6246 to MT-0	5	14	19
GT-6278 to MT-0	0	9	9
GT-6277 to MT-0	0	8	8
GT-6275 to MT-0	0	6	6
GT-6286 to MT-0	0	8	8
GT-6284 to MT-0	1	8	9
GT-6267 to MT-0	0	7	7
GT-6281 to MT-0	0	9	9
GT-6254 to MT-0	4	2	6
GT-6221 to MT-0	9	15	24
GT-6264 to MT-0	3	14	17
GT-6288 to MT-0	0	7	7
GT-6252 to MT-0	4	2	6
GT-6290 to MT-0	0	7	7
GT-6272 to MT-0	0	7	7
GT-6279 to MT-0	0	9	9
GT-6295 to MT-0	0	11	11
GT-6287 to MT-0	0	7	7
GT-6292 to MT-0	0	7	7
GT-6296 to MT-0	0	6	6
GT-6258 to MT-0	6	6	12
GT-6291 to MT-0	0	7	7
GT-6283 to MT-0	0	9	9
GT-6250 to MT-0	5	11	16
GT-6261 to MT-0	4	8	12
GT-6276 to MT-0	1	9	10
GT-6309 to MT-0	1	6	7
GT-6310 to MT-0	0	9	9
GT-6302 to MT-0	1	10	11
GT-6301 to MT-0	0	6	6
GT-6304 to MT-0	0	6	6
GT-6271 to MT-0	2	8	10
GT-6280 to MT-0	2	7	9
GT-6307 to MT-0	1	6	7
GT-6306 to MT-0	0	7	7
GT-6317 to MT-0	0	6	6
GT-6311 to MT-0	0	6	6
GT-6270 to MT-0	1	7	8
GT-6308 to MT-0	0	9	9
GT-6318 to MT-0	0	10	10
GT-6289 to MT-0	3	14	17
GT-6312 to MT-0	0	7	7
GT-6305 to MT-0	0	8	8
GT-6319 to MT-0	1	4	5
GT-6315 to MT-0	0	5	5
GT-6303 to MT-0	0	7	7
GT-6300 to MT-0	1	17	18
GT-6320 to MT-0	0	10	10
GT-6322 to MT-0	0	6	6
GT-6324 to MT-0	0	3	3
GT-6285 to MT-0	3	6	9
GT-6327 to MT-0	0	5	5
GT-6294 to MT-0	3	7	10
GT-6314 to MT-0	0	8	8
GT-6313 to MT-0	0	9	9
GT-6298 to MT-0	4	6	10
GT-6329 to MT-0	0	3	3
GT-6321 to MT-0	0	9	9
GT-6323 to MT-0	1	11	12
GT-6328 to MT-0	2	7	9
GT-6326 to MT-0	0	8	8
GT-6297 to MT-0	3	1	4
GT-6338 to MT-0	0	9	9
GT-6331 to MT-0	1	5	6
GT-6293 to MT-0	5	8	13
GT-6268 to MT-0	2	13	15
GT-6332 to MT-0	1	13	14
GT-6334 to MT-0	1	8	9
GT-6340 to MT-0	0	5	5
GT-6299 to MT-0	3	5	8
GT-6339 to MT-0	0	6	6
GT-6335 to MT-0	0	3	3
GT-6337 to MT-0	0	9	9
GT-6336 to MT-0	0	9	9
GT-6330 to MT-0	0	8	8
GT-6343 to MT-0	0	5	5
GT-6316 to MT-0	6	10	16
GT-6341 to MT-0	0	4	4
GT-6344 to MT-0	0	4	4
GT-6347 to MT-0	0	4	4
GT-6346 to MT-0	2	13	15
GT-6274 to MT-0	3	12	15
GT-6345 to MT-0	0	5	5
GT-6351 to MT-0	0	6	6
GT-6342 to MT-0	4	8	12
GT-6352 to MT-0	0	4	4
GT-6348 to MT-0	0	10	10
GT-6356 to MT-0	0	5	5
GT-6325 to MT-0	5	13	18
GT-6350 to MT-0	0	9	9
GT-6349 to MT-0	1	5	6
GT-6282 to MT-0	3	7	10
GT-6353 to MT-0	0	3	3
GT-6333 to MT-0	4	8	12
GT-6357 to MT-0	3	6	9
GT-6355 to MT-0	3	13	16
GT-6354 to MT-0	5	8	13
GT-6358 to MT-0	4	10	14
GT-6359 to MT-0	21	13	34
Tree	H1 node	H2 node	Tree string	Total score
ST		((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,SSCAB)<7>,(CSCUL,(LRECL,(SMIMO,((PTEPI,LHESP)<8>,((NCLAV,TANTI)<9>,ABRUE)<10>)<11>)<12>)<13>)<14>)<15>)<16>)<17>)<18>	55082
MT-1	<14>	DMELA	(((DMELA,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<1>,((NCLAV*,TANTI*)<2>,ABRUE*)<3>)<4>)<5>)<6>)<7>)<8>,BMORI)<9>,(((HLONG,ISCAP)<10>,(MOCCI,VDEST)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	60589
MT-2	<14>	BMORI	((DMELA,(BMORI,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<1>,((NCLAV*,TANTI*)<2>,ABRUE*)<3>)<4>)<5>)<6>)<7>)<8>)<9>,(((HLONG,ISCAP)<10>,(MOCCI,VDEST)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59477
MT-3	<14>	HLONG	((DMELA,BMORI)<1>,((((HLONG,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<2>,((NCLAV*,TANTI*)<3>,ABRUE*)<4>)<5>)<6>)<7>)<8>)<9>,ISCAP)<10>,(MOCCI,VDEST)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	57556
MT-4	<14>	ISCAP	((DMELA,BMORI)<1>,(((HLONG,(ISCAP,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<2>,((NCLAV*,TANTI*)<3>,ABRUE*)<4>)<5>)<6>)<7>)<8>)<9>)<10>,(MOCCI,VDEST)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	58799
MT-5	<14>	MOCCI	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,((MOCCI,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<3>,((NCLAV*,TANTI*)<4>,ABRUE*)<5>)<6>)<7>)<8>)<9>)<10>,VDEST)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59715
MT-6	<14>	VDEST	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,(VDEST,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<3>,((NCLAV*,TANTI*)<4>,ABRUE*)<5>)<6>)<7>)<8>)<9>)<10>)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59663
MT-7	<14>	TGIGA	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,((((TGIGA,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<5>,((NCLAV*,TANTI*)<6>,ABRUE*)<7>)<8>)<9>)<10>)<11>)<12>,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	60941
MT-8	<14>	CROTU	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,(CROTU,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<5>,((NCLAV*,TANTI*)<6>,ABRUE*)<7>)<8>)<9>)<10>)<11>)<12>)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	61981
MT-9	<14>	LPOLY	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,(LPOLY,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<6>,((NCLAV*,TANTI*)<7>,ABRUE*)<8>)<9>)<10>)<11>)<12>)<13>)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	61671
MT-10	<14>	TURTI	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,(((TURTI,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<7>,((NCLAV*,TANTI*)<8>,ABRUE*)<9>)<10>)<11>)<12>)<13>)<14>,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59051
MT-11	<14>	SSCAB	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,(SSCAB,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<7>,((NCLAV*,TANTI*)<8>,ABRUE*)<9>)<10>)<11>)<12>)<13>)<14>)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	58298
MT-12	<14>	<1>	(((DMELA,BMORI)<1>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<2>,((NCLAV*,TANTI*)<3>,ABRUE*)<4>)<5>)<6>)<7>)<8>)<9>,(((HLONG,ISCAP)<10>,(MOCCI,VDEST)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	61069
MT-13	<14>	<2>	((DMELA,BMORI)<1>,((((HLONG,ISCAP)<2>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<3>,((NCLAV*,TANTI*)<4>,ABRUE*)<5>)<6>)<7>)<8>)<9>)<10>,(MOCCI,VDEST)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59340
MT-14	<14>	<3>	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,((MOCCI,VDEST)<3>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<4>,((NCLAV*,TANTI*)<5>,ABRUE*)<6>)<7>)<8>)<9>)<10>)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59679
MT-15	<14>	<4>	((DMELA,BMORI)<1>,((((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<5>,((NCLAV*,TANTI*)<6>,ABRUE*)<7>)<8>)<9>)<10>)<11>)<12>,(((TGIGA,CROTU)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	60396
MT-16	<14>	<5>	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,((((TGIGA,CROTU)<5>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<6>,((NCLAV*,TANTI*)<7>,ABRUE*)<8>)<9>)<10>)<11>)<12>)<13>,LPOLY)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	62465
MT-17	<14>	<6>	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,((((TGIGA,CROTU)<5>,LPOLY)<6>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<7>,((NCLAV*,TANTI*)<8>,ABRUE*)<9>)<10>)<11>)<12>)<13>)<14>,((TURTI,SSCAB)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	57803
MT-18	<14>	<7>	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,(((TURTI,SSCAB)<7>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<8>,((NCLAV*,TANTI*)<9>,ABRUE*)<10>)<11>)<12>)<13>)<14>)<15>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<16>,((NCLAV+,TANTI+)<17>,ABRUE+)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59370
MT-19	<14>	<14>	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,SSCAB)<7>,((CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<8>,((NCLAV+,TANTI+)<9>,ABRUE+)<10>)<11>)<12>)<13>)<14>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<15>,((NCLAV*,TANTI*)<16>,ABRUE*)<17>)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	62037
MT-20	<14>	<15>	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,(((TURTI,SSCAB)<7>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<8>,((NCLAV+,TANTI+)<9>,ABRUE+)<10>)<11>)<12>)<13>)<14>)<15>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<16>,((NCLAV*,TANTI*)<17>,ABRUE*)<18>)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59370
MT-21	<14>	<16>	((DMELA,BMORI)<1>,(((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,((((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,SSCAB)<7>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<8>,((NCLAV+,TANTI+)<9>,ABRUE+)<10>)<11>)<12>)<13>)<14>)<15>)<16>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<17>,((NCLAV*,TANTI*)<18>,ABRUE*)<19>)<20>)<21>)<22>)<23>)<24>)<25>)<26>	59284
MT-22	<14>	<17>	((DMELA,BMORI)<1>,((((HLONG,ISCAP)<2>,(MOCCI,VDEST)<3>)<4>,(((TGIGA,CROTU)<5>,LPOLY)<6>,((TURTI,SSCAB)<7>,(CSCUL+,(LRECL+,(SMIMO+,((PTEPI+,LHESP+)<8>,((NCLAV+,TANTI+)<9>,ABRUE+)<10>)<11>)<12>)<13>)<14>)<15>)<16>)<17>,(CSCUL*,(LRECL*,(SMIMO*,((PTEPI*,LHESP*)<18>,((NCLAV*,TANTI*)<19>,ABRUE*)<20>)<21>)<22>)<23>)<24>)<25>)<26>	60271
